Food Name,GI,Food Manufacturer,Product Category,Country of food production,Serving Size (g),Carbohydrate portion (g) or Average Carbohydrate portion (g),GL,Reference:,Subjects type,Time,Subjects Number,Year of test
"Yakult, fermented milk drink",58,"Yakult company, Taipei, Taiwan",Beverages,Taiwan,,25,15,"Lin, M.H.A., M.C. Wu, and J. Lin, Variable classifications of glycemic index determined by glucose meters. Journal of Clinical Biochemistry and Nutrition, 2010. 47(1): p. 45-52.",Normal,2h,10,2010
"Yakult® Light, fermented milk drink with Lactobacillus casei",36,"Yakult, Dandenong, Australia",Beverages,Australia,,25,9,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2005
"Rice milk drink, low-fat, Australia's Own Natural™",92,"So Natural Foods, Taren Point, Australia",Beverages,Australia,,25,23,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2003
"Rice milk, low-fat, calcium enriched, Vitasoy®",79,"National Foods Ltd, Australia",Beverages,Australia,,25,20,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2005
"Smoothie, apple, pear, banana (Frullato mela, pera e banana Storie di frutta, Mulino Bianco)",68,"Barilla, Italy",Beverages,Italy,,25,17,"Scazzina, F., et al., Glycemic index and glycemic load of commercial Italian foods. Nutrition, Metabolism, and Cardiovascular Diseases : NMCD, 2016. 26(5): p. 419-29.",Normal,2h,9,2011
"Smoothie, banana",30,,Beverages,Australia,,25,8,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2003
"Smoothie, Banana & Honey, Devondale brand",28,"Murray Goulburn Co-Operative Company Limited, Australia",Beverages,Australia,,25,7,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2014
"Smoothie, banana and strawberry, V8 Splash®",44,"Campbell's Soup Company, Camden, USA",Beverages,USA,,25,11,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2002
"Smoothie, mango",32,,Beverages,Australia,,25,8,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2003
"Smoothie, mango and passionfruit",36,"Innocent Ltd., UK",Beverages,UK,,25,9,"Saltaouras, G., et al., Glycaemic index, glycaemic load and dietary fibre characteristics of two commercially available fruit smoothies. International Journal of Food Sciences and Nutrition, 2019. 70(1): p. 116-123.",Normal,2h,10,2019
"Smoothie, raspberry",33,"Con Agra Inc, Omaha, USA",Beverages,USA,,25,8,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,1999
"Smoothie, strawberry and banana",39,"Innocent Ltd., UK",Beverages,UK,,25,10,"Saltaouras, G., et al., Glycaemic index, glycaemic load and dietary fibre characteristics of two commercially available fruit smoothies. International Journal of Food Sciences and Nutrition, 2019. 70(1): p. 116-123.",Normal,2h,10,2019
"Smoothie, Tropical, Devondale brand",31,"Murray Goulburn Co-Operative Company Limited, Australia",Beverages,Australia,,25,8,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2014
"Cocoa malt flavor, Up & Go™, soy milk, rice cereal liquid breakfast",43,"Sanitarium Health Foods, Australia",Beverages,Australia,,25,11,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2001
"Chocolate Daydream™ shake, fructose (Revival Soy®)",33,"Physicians Pharmaceuticals, Inc, USA",Beverages,USA,,25,8,"Blair, R.M., E.C. Henley, and A. Tabor, Soy foods have low glycemic and insulin response indices in normal weight subjects. Nutrition Journal, 2006. 5: p. 35.",Normal,2h,10,2004
"Chocolate flavored soy milk drink, So Good Bliss",46,"Sanitarium Health Foods, Australia",Beverages,Australia,,25,12,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2008
"Chocolate, Xpress, soy bean, cereal and legume extract drink with fructose",39,"So Natural Foods, Australia",Beverages,Australia,,25,10,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2001
"Original malt flavor, Up & Go™, soy milk, rice cereal liquid breakfast",46,"Sanitarium Health Foods, Australia",Beverages,Australia,,25,12,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2001
"Smoothie drink, soy, banana, 1% fat",30,"So Natural Foods, Australia",Beverages,Australia,,25,8,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2000
"Smoothie drink, soy, chocolate hazelnut, 1% fat",34,"So Natural Foods, Australia",Beverages,Australia,,25,9,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2000
"Soy Beverage, Chocolate flavored, President's Choice® Blue Menu™",40,"Loblaw Brands Limited, Canada",Beverages,Canada,,25,10,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2004-2007
"Soy Beverage, Original flavored, President's Choice® Blue Menu™",15,"Loblaw Brands Limited, Canada",Beverages,Canada,,25,4,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2004-2007
"Soy Beverage, Vanilla flavored, President's Choice® Blue Menu™",28,"Loblaw Brands Limited, Canada",Beverages,Canada,,25,7,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2004-2007
"Sport beverage based on whey protein powder with carbohydrate (CHO:PRO=4:1), orange flavor",67,"Endurox R4, Pacific Health Laboratories, Parsippany, NJ, USA",Beverages,USA,,25,17,"Qin, L., et al., Effects of Three Commercially Available Sports Drinks on Substrate Metabolism and Subsequent Endurance Performance in a Postprandial State. Nutrients, 2017. 9(4).",Normal,2h,10,2017
"Sustagen® Sport Chocolate, prepared with water",36,"Nestlé Health Science, Australia",Beverages,Australia,,25,9,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2019
"Sustagen® Sport Vanilla, prepared with water",37,"Nestlé Health Science, Australia",Beverages,Australia,,25,9,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,9,2019
"Thorpedo® Advanced Hydration for Kids, all flavors",11,"Thorpedo Foods, Australia",Beverages,Australia,,25,3,"International Diabetes Institute (Melbourne, Australia), unpublished observations, 2006-2007.",Normal,2h,10,2006-2007
"Thorpedo® Ultra Low GI Energy Water, all flavors",16,"Thorpedo Foods, Australia",Beverages,Australia,,25,4,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2006
Ancient Grains Quinoa milk drink with Chia,42,"Freedom Foods, Australia",Beverages,Australia,,25,11,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2015
"Coconut milk beverage, containing organic coconut milk and organic brown rice",68,"Pure Harvest Coco Quench, Australia",Beverages,Australia,,25,17,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2020
"Coconut Water, water of green coconut, Nudie™",55,,Beverages,Australia,,25,14,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,9,2012
"Goat Milk Drink, Symbiotics Low GI, powder prepared with water",25,"NIG Nutritionals Pty Ltd, New Zealand",Beverages,New Zealand,,25,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2019
"Oat milk, calcium enriched, Vitasoy®",69,"National Foods Ltd, Australia",Beverages,Australia,,25,17,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,9,2009
English Muffin™ bread,77,"Natural Ovens, USA",Breads,USA,,15,12,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,1999
"English Muffin, Whole Grain Multigrain, President's Choice® Blue Menu™",45,"Loblaw Brands Limited, Canada",Breads,Canada,,15,7,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2007
"Fruit and Spice Bread, Vogel’s",57,"Goodman Fielder, New Zealand",Breads,New Zealand,,15,9,"Godley, R., et al., Moderate alcohol consumption the night before glycaemic index testing has no effect on glycaemic response. European Journal of Clinical Nutrition, 2009. 63(5): p. 692-4.",Normal,2h,20,2009
"Fruit and Spice Bread, Vogel's, tested after a high-CHO evening meal",68,"Goodman Fielder, Auckland, New Zealand",Breads,New Zealand,,15,10,"Ning, B., et al., The effect of the fat and carbohydrate contents in the evening meal preceding GI testing on GI. European Journal of Clinical Nutrition, 2010. 64(2): p. 224-6.",Normal,2h,20,2010
"Fruit and Spice Bread, Vogel's, tested after a high-fat evening meal",59,"Goodman Fielder, Auckland, New Zealand",Breads,New Zealand,,15,9,"Ning, B., et al., The effect of the fat and carbohydrate contents in the evening meal preceding GI testing on GI. European Journal of Clinical Nutrition, 2010. 64(2): p. 224-6.",Normal,2h,20,2010
"Fruit loaf, Bürgen®",44,"Tip Top Bakeries, Chatswood, Australia",Breads,Australia,,15,7,"Brand-Miller, J.C., et al., The glycaemic index of more breads, breakfast cereals and snack products. Proceedings of the Nutrition Society, 1997. 21: p. 144.",Normal,2h,10,1997
"Fruit and Muesli bread, Bürgen®",53,"Tip Top Bakeries, Australia",Breads,Australia,,15,8,"International Diabetes Institute (Melbourne, Australia), unpublished observations, 2006-2007.",Normal,2h,10,2006-2007
Fruit and cinnamon bread,71,"Finest, UK",Breads,UK,,15,11,"Henry, C.J.K., et al., Glycaemic index and glycaemic load values of commercially available products in the UK. British Journal of Nutrition, 2005. 94(6): p. 922-930.",Normal,2h,10,2005
"Fruit and Spice Loaf, thick sliced",54,"Buttercup bakeries, Moorebank, Australia",Breads,Australia,,15,8,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2003
"Fruit loaf, sliced",57,,Breads,UK,,15,9,"Henry, C.J.K., et al., Glycaemic index and glycaemic load values of commercially available products in the UK. British Journal of Nutrition, 2005. 94(6): p. 922-930.",Normal,2h,10,2005
"Cinnamon, raisin, pecan bread, Happiness™",63,"Natural Ovens, Manitowoc, USA",Breads,USA,,15,9,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,1999
"Muesli bread, made from packet mix in bread making machine",54,"Con Agra Inc., USA",Breads,USA,,15,8,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,1999
"Raisin Toast, TipTop™",53,"Tip Top Bakeries, Australia",Breads,Australia,,15,8,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2016
Whole-wheat bread with dried fruit,47,,Breads,China,,15,7,"Yang, Y.X., et al., Glycemic index of cereals and tubers produced in China. World Journal of Gastroenterology, 2006. 12(21): p. 3430-3.",Normal,2h,10,2005
"Multigrain bread, gluten-free",79,"Country Life Bakery, Dandenong, Australia",Breads,Australia,,15,12,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2000
"White bread, gluten free",40,"Country Life Bakery, Australia",Breads,Australia,,15,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2006
"White bread, gluten free, sliced",61,"COOP Italia-Soc. Coop a.r.l., Italy",Breads,Italy,,15,9,"Scazzina, F., et al., Glycaemic index of some commercial gluten-free foods. European Journal of Nutrition, 2015. 54(6): p. 1021-6.",Normal,2h,10,2015
"White roll bread, gluten free",63,"Dr Schär AG/SPA, Italy",Breads,Italy,,15,9,"Scazzina, F., et al., Glycaemic index of some commercial gluten-free foods. European Journal of Nutrition, 2015. 54(6): p. 1021-6.",Normal,2h,10,2015
"White sourdough bread, gluten free, sliced",52,"Dr Schär AG/SPA, Italy",Breads,Italy,,15,8,"Scazzina, F., et al., Glycaemic index of some commercial gluten-free foods. European Journal of Nutrition, 2015. 54(6): p. 1021-6.",Normal,2h,10,2015
"Burger Buns, 100% Whole wheat Gigantico, President's Choice® Blue Menu™",62,"Loblaw Brands Limited, Canada",Breads,Canada,,15,9,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2007
Herman Brot HermanBurger Protein Bun,31,"Herman Brot Pty Ltd, Australia",Breads,Australia,,15,5,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2018
"Hot Dog Rolls, 100% Whole wheat Gigantico, President's Choice® Blue Menu™",62,"Loblaw Brands Limited, Canada",Breads,Canada,,15,9,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2007
"Mixed Grain bread roll, Bürgen™",52,"Tip Top Bakeries, Chatswood, Australia",Breads,Australia,,15,8,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,14,2008
"Soft bread rolls, Pagnottelle classic, soft wheat flour, sugar (5.4%), Mulino Bianco",62,"Barilla, Italy",Breads,Italy,,15,9,"Scazzina, F., et al., Glycemic index and glycemic load of commercial Italian foods. Nutrition, Metabolism, and Cardiovascular Diseases : NMCD, 2016. 26(5): p. 419-29.",Normal,2h,9,2009
"Soft bread rolls, Sfilatini al grano tenero, Mulino Bianco",65,"Barilla, Italy",Breads,Italy,,15,10,"F Brighenti, unpublished observations.",Normal,2h,9,2009
"Classic Seed Loaf, Helga's™",68,"Quality Bakers, Sydney, Australia",Breads,Australia,,15,10,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2007
"Hearty 7 Grain bread, Healthy Choice™",55,"Con Agra Inc., USA",Breads,USA,,15,8,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2000
"Hearty 100% Whole Grain bread, Healthy Choice™",62,"Con Agra Inc., USA",Breads,USA,,15,9,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2000
Kibbled Konini bread,68,"Country Fare, New Zealand",Breads,New Zealand,,15,10,"Perry, T., et al., Glycaemic index of New Zealand foods. New Zealand Medical Journal, 2000. 113(1108): p. 140-2.",Normal,2h,14,2000
"Kibbled wheat bread, Lawson’s Settlers Grain",65,"Goodman Fielder, Australia",Breads,Australia,,15,10,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,9,2008
Linola seed bread,90,,Breads,China,,15,14,"Lok, K.Y., et al., Glycaemic index and glycaemic load values of a selection of popular foods consumed in Hong Kong. British Journal of Nutrition, 2010. 103(4): p. 556-60.",Normal,2h,10,2010
"Mixed Grain bread, Bürgen™",34,"Tip Top Bakeries, Chatswood, Australia",Breads,Australia,,15,5,"Brand-Miller, J.C., et al., The glycaemic index of more breads, breakfast cereals and snack products. Proceedings of the Nutrition Society, 1997. 21: p. 144.",Normal,2h,10 - 12,1997
